,date,team,team_score,opponent,opponent_score,home_team,opponent_strength,diff,adjusted_diff
798,2024-11-17,Princeton,68,Merrimack,57,Merrimack,121.15625,11,156.15625
799,2024-11-17,Nebraska,74,Saint Mary's (CA),77,Saint Mary's (CA),150.78125,-3,151.78125
800,2024-11-17,Clemson,71,Boise St.,84,Boise St.,138.453125,-13,129.453125
801,2024-11-17,Harvard,66,Colorado,88,Colorado,126.75,-22,108.75
802,2024-11-17,Coppin St.,63,Miami (FL),93,Miami (FL),116.546875,-30,90.546875
803,2024-11-17,Jacksonville St.,71,Coastal Carolina,53,Coastal Carolina,103.0,18,145.0
804,2024-11-17,Manhattan,82,FDU,85,FDU,104.3125,-3,105.3125
805,2024-11-17,N.C. A&T,82,The Citadel,73,The Citadel,93.0,9,126.0
806,2024-11-17,N.C. Central,75,Winthrop,77,Winthrop,119.0,-2,121.0
807,2024-11-17,Austin Peay,68,Tennessee,103,Tennessee,157.15625,-35,126.15625
808,2024-11-17,Chattanooga,87,Southeast Mo. St.,82,Southeast Mo. St.,115.67578125,5,144.67578125
809,2024-11-17,Lipscomb,61,Western Ky.,66,Western Ky.,131.28125,-5,130.28125
810,2024-11-17,Texas Southern,82,Samford,97,Samford,130.0,-15,119.0
811,2024-11-17,New Hampshire,72,Holy Cross,74,Holy Cross,103.5,-2,105.5
812,2024-11-17,Liberty,68,Col. of Charleston,47,Col. of Charleston,131.125,21,176.125
813,2024-11-17,Utah,73,Mississippi St.,78,Mississippi St.,147.0,-5,146.0
814,2024-11-17,Montana St.,78,Denver,79,Denver,102.2578125,-1,105.2578125
815,2024-11-17,New Orleans,62,Robert Morris,73,Robert Morris,122.75,-11,115.75
816,2024-11-17,Ecclesia,42,Southern U.,131,Southern U.,115.6875,-89,30.6875
817,2024-11-17,UC Davis,65,Stanford,79,Stanford,137.7021484375,-14,127.7021484375
818,2024-11-17,Troy,61,Oregon,82,Oregon,151.703125,-21,134.703125
819,2024-11-17,Sam Houston,85,Lamar University,72,Lamar University,120.75,13,157.75
820,2024-11-17,UC Santa Barbara,64,San Jose St.,59,San Jose St.,122.8125,5,151.8125
821,2024-11-17,Trinity Christian,52,Illinois St.,107,Illinois St.,125.353515625,-55,74.353515625
822,2024-11-17,Sacred Heart,70,Brown,89,Brown,113.875,-19,98.875
823,2024-11-17,Cal Poly,82,Eastern Wash.,78,Eastern Wash.,105.578125,4,133.578125
824,2024-11-17,St. Thomas (MN),66,Arizona St.,81,Arizona St.,129.90625,-15,118.90625
825,2024-11-17,Tarleton St.,41,Baylor,104,Baylor,147.0,-63,88.0
826,2024-11-17,California,71,Southern California,66,Southern California,128.98046875,5,157.98046875
827,2024-11-17,Weber St.,68,Hawaii,73,Hawaii,119.041015625,-5,118.041015625
828,2024-11-17,UMass Lowell,69,Washington,74,Washington,131.3046875,-5,130.3046875
829,2024-11-18,Miami (OH),67,Michigan,94,Michigan,154.65625,-27,131.65625
830,2024-11-18,Bryant,85,Delaware,84,Delaware,112.5,1,137.5
831,2024-11-18,NJIT,64,George Washington,84,George Washington,123.701171875,-20,107.701171875
832,2024-11-18,UNC Asheville,89,North Florida,75,North Florida,108.55859375,14,146.55859375
833,2024-11-18,Toccoa Falls,66,Georgia St.,106,Georgia St.,113.953125,-40,77.953125
834,2024-11-18,Colgate,49,NC State,72,NC State,125.21875,-23,106.21875
835,2024-11-18,Southern Va.,50,Radford,96,Radford,119.6875,-46,77.6875
836,2024-11-18,VMI,48,Pittsburgh,93,Pittsburgh,139.0,-45,98.0
837,2024-11-18,American,73,High Point,80,High Point,131.59375,-7,128.59375
838,2024-11-18,Howard,75,FIU,70,FIU,110.15234375,5,139.15234375
839,2024-11-18,Virginia-Lynchburg,64,Alabama St.,115,Alabama St.,107.12890625,-51,60.12890625
840,2024-11-18,North Texas,61,McNeese,68,McNeese,135.25,-7,132.25
841,2024-11-18,Gallaudet,58,UMES,113,UMES,89.4453125,-55,38.4453125
842,2024-11-18,Monmouth,66,Wichita St.,70,Wichita St.,127.2451171875,-4,127.2451171875
843,2024-11-18,Southeastern La.,70,ULM,67,ULM,94.7265625,3,121.7265625
844,2024-11-18,AUM,64,UAB,109,UAB,128.087890625,-45,87.087890625
845,2024-11-18,Mississippi Col.,67,Louisiana Tech,105,Louisiana Tech,129.0,-38,95.0
846,2024-11-18,IU Indy,52,Iowa St.,87,Iowa St.,156.587890625,-35,125.587890625
847,2024-11-18,Calvary,19,Kansas City,119,Kansas City,107.2109375,-100,11.2109375
848,2024-11-18,Spring Hill,61,South Alabama,95,South Alabama,126.39453125,-34,96.39453125
849,2024-11-18,UTRGV,84,Wisconsin,87,Wisconsin,154.90234375,-3,155.90234375
850,2024-11-18,Mt. Marty,41,South Dakota St.,89,South Dakota St.,128.75,-48,84.75
851,2024-11-18,North Dakota St.,44,Southern Ill.,69,Southern Ill.,117.078125,-25,96.078125
852,2024-11-18,Pacific,72,Arkansas,91,Arkansas,134.181640625,-19,119.181640625
853,2024-11-18,Prairie View,69,SMU,110,SMU,143.515625,-41,106.515625
854,2024-11-18,Ark.-Pine Bluff,64,Texas Tech,98,Texas Tech,148.0,-34,118.0
855,2024-11-18,Montana,83,Utah St.,95,Utah St.,144.4375,-12,136.4375
856,2024-11-18,North Ala.,69,Auburn,102,Auburn,165.25,-33,136.25
857,2024-11-18,Northern Colo.,69,Washington St.,83,Washington St.,127.96875,-14,117.96875
858,2024-11-18,Idaho St.,61,Cal St. Fullerton,62,Cal St. Fullerton,104.6875,-1,107.6875
859,2024-11-18,Gonzaga,80,San Diego St.,67,San Diego St.,136.78515625,13,173.78515625
860,2024-11-19,Embry-Riddle (AZ),47,Northern Ariz.,82,Northern Ariz.,111.625,-35,80.625
861,2024-11-19,Quinnipiac,74,Navy,63,Navy,100.7734375,11,135.7734375
862,2024-11-19,Loyola Maryland,61,Boston College,82,Boston College,115.421875,-21,98.421875
863,2024-11-19,Longwood,66,Binghamton,60,Binghamton,101.17578125,6,131.17578125
864,2024-11-19,Queens (NC),53,App State,65,App State,124.390625,-12,116.390625
865,2024-11-19,Bellarmine,68,Louisville,100,Louisville,152.65234375,-32,124.65234375
866,2024-11-19,Hofstra,61,Florida St.,79,Florida St.,138.75,-18,124.75
867,2024-11-19,Canisius,37,Maryland,108,Maryland,149.4833984375,-71,82.4833984375
868,2024-11-19,SIUE,57,Green Bay,82,Green Bay,100.421875,-25,79.421875
869,2024-11-19,Milwaukee,80,Duquesne,74,Duquesne,110.25,6,140.25
870,2024-11-19,Dartmouth,62,Marist,75,Marist,120.75,-13,111.75
871,2024-11-19,Penn,49,Villanova,93,Villanova,134.673828125,-44,94.673828125
872,2024-11-19,Western Caro.,69,Wake Forest,82,Wake Forest,139.515625,-13,130.515625
873,2024-11-19,Florida A&M,60,Florida,84,Florida,156.0,-24,136.0
874,2024-11-19,Wagner,60,Boston U.,58,Boston U.,110.697265625,2,136.697265625
875,2024-11-19,Gardner-Webb,54,Charlotte,60,Charlotte,112.8310546875,-6,110.8310546875
876,2024-11-19,Niagara,68,Bowling Green,76,Bowling Green,106.720703125,-8,102.720703125
877,2024-11-19,North Dakota,58,Notre Dame,75,Notre Dame,125.21875,-17,112.21875
878,2024-11-19,Tennessee Tech,69,UCF,80,UCF,134.59375,-11,127.59375
879,2024-11-19,Mount Aloysius,45,Mercyhurst,98,Mercyhurst,103.4375,-53,54.4375
880,2024-11-19,Cleveland St.,47,Minnesota,58,Minnesota,127.75,-11,120.75
881,2024-11-19,Hampton,78,UMBC,68,UMBC,100.0146484375,10,134.0146484375
882,2024-11-19,Randolph-Macon,55,Old Dominion,71,Old Dominion,108.0,-16,96.0
883,2024-11-19,Cincinnati,76,Northern Ky.,60,Northern Ky.,114.75,16,154.75
884,2024-11-19,Southern Wesleyan,63,USC Upstate,95,USC Upstate,98.03125,-32,70.03125
885,2024-11-19,Troy,84,West Ga.,65,West Ga.,97.119140625,19,140.119140625
886,2024-11-19,Delaware St.,48,Providence,78,Providence,126.95703125,-30,100.95703125
887,2024-11-19,East-West U.,33,Tennessee St.,110,Tennessee St.,108.810546875,-77,35.810546875
888,2024-11-19,Eastern Ky.,86,Chicago St.,66,Chicago St.,93.703125,20,137.703125
889,2024-11-19,Buffalo,67,Vermont,78,Vermont,112.453125,-11,105.453125
890,2024-11-19,Drexel,67,Fairfield,61,Fairfield,106.109375,6,136.109375
891,2024-11-19,Evansville,30,Ohio St.,80,Ohio St.,141.099609375,-50,95.099609375
892,2024-11-19,Georgian Court,61,Fordham,101,Fordham,116.53125,-40,80.53125
893,2024-11-19,East Texas A&M,46,UConn,81,UConn,140.875,-35,109.875
894,2024-11-19,Lipscomb,68,Kentucky,97,Kentucky,159.0,-29,134.0
895,2024-11-19,Alabama A&M,45,Georgia,93,Georgia,139.703125,-48,95.703125
896,2024-11-19,Oral Roberts,80,Belmont,90,Belmont,124.8671875,-10,118.8671875
897,2024-11-19,Bethune-Cookman,57,Tulane,72,Tulane,119.515625,-15,108.515625
898,2024-11-19,Western Ill.,56,UNI,82,UNI,130.91796875,-26,108.91796875
899,2024-11-19,Rider,58,Iowa,83,Iowa,137.5,-25,116.5
900,2024-11-19,Alcorn,48,TCU,71,TCU,133.59375,-23,114.59375
901,2024-11-19,UNCW,66,Kansas,84,Kansas,149.0,-18,135.0
902,2024-11-19,Samford,75,Michigan St.,83,Michigan St.,152.59375,-8,148.59375
903,2024-11-19,UT Arlington,68,Missouri St.,78,Missouri St.,110.6796875,-10,104.6796875
904,2024-11-19,Mississippi Val.,56,Kansas St.,74,Kansas St.,130.375,-18,116.375
905,2024-11-19,Charleston So.,68,LSU,77,LSU,131.546875,-9,126.546875
906,2024-11-19,Rice,83,Louisiana,61,Louisiana,110.75390625,22,156.75390625
907,2024-11-19,Southern Utah,72,Loyola Chicago,76,Loyola Chicago,123.75,-4,123.75
908,2024-11-19,Eastern Ill.,69,DePaul,78,DePaul,119.263671875,-9,114.263671875
909,2024-11-19,Evergreen St.,58,Idaho,101,Idaho,110.625,-43,71.625
910,2024-11-19,Montana St.,69,Northwestern,72,Northwestern,137.716796875,-3,138.716796875
911,2024-11-19,Purdue,58,Marquette,76,Marquette,146.7548828125,-18,132.7548828125
912,2024-11-19,UC Riverside,54,Santa Clara,96,Santa Clara,138.484375,-42,100.484375
913,2024-11-20,Fisher,66,UMass Lowell,121,UMass Lowell,118.75,-55,67.75
914,2024-11-20,Mitchell,49,Holy Cross,88,Holy Cross,103.5,-39,68.5
915,2024-11-20,Col. of Charleston,76,The Citadel,61,The Citadel,93.0,15,132.0
916,2024-11-20,Siena,55,Xavier,80,Xavier,133.587890625,-25,112.587890625
917,2024-11-20,Yale,86,Stony Brook,64,Stony Brook,101.5224609375,22,147.5224609375
918,2024-11-20,New Mexico St.,53,Dayton,74,Dayton,138.41015625,-21,121.41015625
919,2024-11-20,Jacksonville,74,Virginia Tech,64,Virginia Tech,124.484375,10,158.484375
920,2024-11-20,Coppin St.,55,George Mason,93,George Mason,139.015625,-38,105.015625
921,2024-11-20,Detroit Mercy,70,Ball St.,59,Ball St.,107.546875,11,142.546875
922,2024-11-20,Columbia,80,LIU,72,LIU,103.1171875,8,135.1171875
923,2024-11-20,Elon,75,NIU,48,NIU,95.1533203125,27,146.1533203125
924,2024-11-20,Iona,43,West Virginia,86,West Virginia,145.0,-43,106.0
925,2024-11-20,Austin Peay,58,Morehead St.,63,Morehead St.,108.1171875,-5,107.1171875
926,2024-11-20,South Dakota,80,Western Mich.,76,Western Mich.,101.1728515625,4,129.1728515625
927,2024-11-20,Abilene Christian,78,Kennesaw St.,84,Kennesaw St.,120.25,-6,118.25
928,2024-11-20,Purdue Fort Wayne,89,Penn St.,102,Penn St.,139.1796875,-13,130.1796875
929,2024-11-20,Maine,66,Richmond,70,Richmond,110.546875,-4,110.546875
930,2024-11-20,Oglethorpe,48,Furman,124,Furman,126.412109375,-76,54.412109375
931,2024-11-20,Morgan St.,83,N.C. A&T,86,N.C. A&T,98.5234375,-3,99.5234375
932,2024-11-20,Saint Elizabeth,51,Saint Peter's,116,Saint Peter's,102.1875,-65,41.1875
933,2024-11-20,Lafayette,72,Rhode Island,86,Rhode Island,125.34765625,-14,115.34765625
934,2024-11-20,Valley Forge,53,Lehigh,100,Lehigh,103.5,-47,60.5
935,2024-11-20,Central St. (OH),52,Central Mich.,86,Central Mich.,114.15625,-34,84.15625
936,2024-11-20,Endicott,64,New Hampshire,78,New Hampshire,88.421875,-14,78.421875
937,2024-11-20,Mansfield,54,St. Bonaventure,76,St. Bonaventure,127.9130859375,-22,109.9130859375
938,2024-11-20,Penn St.-Schuylkill,57,Saint Francis,96,Saint Francis,102.6787109375,-39,67.6787109375
939,2024-11-20,FDU,70,Army West Point,84,Army West Point,113.9765625,-14,103.9765625
940,2024-11-20,Towson,70,Nicholls,64,Nicholls,120.5810546875,6,150.5810546875
941,2024-11-20,Southern Miss.,76,South Dakota St.,101,South Dakota St.,128.75,-25,107.75
942,2024-11-20,Merrimack,63,Rutgers,74,Rutgers,133.453125,-11,126.453125
943,2024-11-20,Little Rock,71,Tulsa,57,Tulsa,104.408203125,14,142.408203125
944,2024-11-20,Southern U.,54,Texas A&M,71,Texas A&M,152.0,-17,139.0
945,2024-11-20,UMES,61,Murray St.,79,Murray St.,116.8828125,-18,102.8828125
946,2024-11-20,Jackson St.,62,Western Ky.,79,Western Ky.,131.28125,-17,118.28125
947,2024-11-20,Mount St. Mary's,51,Georgetown,79,Georgetown,128.3994140625,-28,104.3994140625
948,2024-11-20,Illinois,87,Alabama,100,Alabama,162.99609375,-13,153.99609375
949,2024-11-20,UC Davis,75,Grand Canyon,68,Grand Canyon,127.3125,7,158.3125
950,2024-11-20,Long Beach St.,41,Gonzaga,84,Gonzaga,148.0,-43,109.0
951,2024-11-20,Cal Poly,89,Arizona St.,93,Arizona St.,129.90625,-4,129.90625
952,2024-11-20,Norfolk St.,63,Stanford,70,Stanford,137.7021484375,-7,134.7021484375
953,2024-11-20,San Jose St.,68,Southern California,82,Southern California,128.98046875,-14,118.98046875
954,2024-11-20,UTEP,79,UC Santa Barbara,76,UC Santa Barbara,123.0556640625,3,150.0556640625
955,2024-11-20,Pepperdine,59,UNLV,80,UNLV,126.375,-21,109.375
956,2024-11-20,Stanislaus St.,38,Saint Mary's (CA),78,Saint Mary's (CA),150.78125,-40,114.78125
957,2024-11-20,Prairie View,83,Fresno St.,94,Fresno St.,111.5,-11,104.5
958,2024-11-20,Northern Colo.,79,California Baptist,68,California Baptist,120.587890625,11,155.587890625
959,2024-11-20,Idaho St.,70,UCLA,84,UCLA,149.7109375,-14,139.7109375
960,2024-11-21,James Madison,99,UIC,81,UIC,124.5078125,18,166.5078125
961,2024-11-21,Ohio,81,Middle Tenn.,83,Middle Tenn.,132.1357421875,-2,134.1357421875
962,2024-11-21,Miami (FL),69,Drake,80,Drake,136.51953125,-11,129.51953125
963,2024-11-21,La Salle,67,UC San Diego,72,UC San Diego,143.0791015625,-5,142.0791015625
964,2024-11-21,South Fla.,74,Portland,68,Portland,104.5,6,134.5
965,2024-11-21,Oklahoma St.,78,Fla. Atlantic,86,Fla. Atlantic,128.5,-8,124.5
966,2024-11-21,East Carolina,78,Jacksonville St.,86,Jacksonville St.,131.27734375,-8,127.27734375
967,2024-11-21,Seton Hall,69,VCU,66,VCU,148.0,3,175.0
968,2024-11-21,Youngstown St.,72,Monmouth,62,Monmouth,113.5,10,147.5
969,2024-11-21,Bradley,82,Texas St.,68,Texas St.,116.0,14,154.0
970,2024-11-21,Toledo,103,Stetson,78,Stetson,98.75,25,147.75
971,2024-11-21,Robert Morris,86,Cornell,76,Cornell,123.46484375,10,157.46484375
972,2024-11-21,UNC Greensboro,58,Indiana,69,Indiana,142.12890625,-11,135.12890625
973,2024-11-21,Niagara,73,Kent St.,76,Kent St.,128.125,-3,129.125
974,2024-11-21,Edward Waters,59,North Florida,108,North Florida,108.55859375,-49,63.55859375
975,2024-11-21,Baylor,99,St. John's (NY),98,St. John's (NY),151.55859375,1,176.55859375
976,2024-11-21,Mercer,72,South Carolina,84,South Carolina,130.3828125,-12,122.3828125
977,2024-11-21,Radford,51,Clemson,79,Clemson,145.0,-28,121.0
978,2024-11-21,Bryant,66,Stonehill,67,Stonehill,103.0,-1,106.0
979,2024-11-21,Eastern Mich.,68,Oakland,64,Oakland,118.01953125,4,146.01953125
980,2024-11-21,NJIT,64,Bucknell,81,Bucknell,115.96875,-17,102.96875
981,2024-11-21,Syracuse,66,Texas,70,Texas,141.1865234375,-4,141.1865234375
982,2024-11-21,Johnson (TN),52,Chattanooga,72,Chattanooga,126.39453125,-20,110.39453125
983,2024-11-21,Vanderbilt,73,Nevada,71,Nevada,131.03125,2,157.03125
984,2024-11-21,Trinity (TX),78,Sam Houston,105,Sam Houston,117.0,-27,94.0
985,2024-11-21,Southeast Mo. St.,77,Central Ark.,73,Central Ark.,102.125,4,130.125
986,2024-11-21,Presbyterian,58,SFA,55,SFA,112.53125,3,139.53125
987,2024-11-21,Oral Roberts,68,Ole Miss,100,Ole Miss,146.625,-32,118.625
988,2024-11-21,Central Conn. St.,54,Sacred Heart,67,Sacred Heart,111.57421875,-13,102.57421875
989,2024-11-21,Monmouth (IL),46,Western Ill.,73,Western Ill.,90.490234375,-27,67.490234375
990,2024-11-21,Lindenwood,64,Valparaiso,77,Valparaiso,113.970703125,-13,104.970703125
991,2024-11-21,UT Martin,77,A&M-Corpus Christi,81,A&M-Corpus Christi,121.375,-4,121.375
992,2024-11-21,Minn.-Crookston,60,North Dakota St.,67,North Dakota St.,119.8125,-7,116.8125
993,2024-11-21,East Texas A&M,56,Oklahoma,84,Oklahoma,135.5625,-28,111.5625
994,2024-11-21,Texas Wesleyan,66,North Texas,73,North Texas,137.62890625,-7,134.62890625
995,2024-11-21,Princeton,62,Wright St.,80,Wright St.,116.228515625,-18,102.228515625
996,2024-11-21,Tarleton St.,49,Michigan,72,Michigan,154.65625,-23,135.65625
997,2024-11-21,Grambling,58,New Mexico,80,New Mexico,143.5,-22,125.5
998,2024-11-21,Texas Tech,77,Saint Joseph's,78,Saint Joseph's,126.25,-1,129.25
999,2024-11-21,Virginia,42,Tennessee,64,Tennessee,157.15625,-22,139.15625
1000,2024-11-21,Eastern Wash.,81,Washington St.,96,Washington St.,127.96875,-15,116.96875
1001,2024-11-21,Air Force,69,California,78,California,125.2421875,-9,120.2421875
1002,2024-11-21,Oregon,78,Oregon St.,75,Oregon St.,133.240234375,3,160.240234375
1003,2024-11-21,Memphis,68,San Francisco,64,San Francisco,139.1875,4,167.1875
1004,2024-11-22,VTSU Randolph,58,FDU,107,FDU,104.3125,-49,59.3125
1005,2024-11-22,La Salle,83,UIC,96,UIC,124.5078125,-13,115.5078125
1006,2024-11-22,CSU Bakersfield,54,FGCU,74,FGCU,117.375,-20,101.375
1007,2024-11-22,Ohio,85,Portland,73,Portland,104.5,12,140.5
1008,2024-11-22,Drake,75,Fla. Atlantic,63,Fla. Atlantic,128.5,12,164.5
1009,2024-11-22,Longwood,89,UAB,81,UAB,128.087890625,8,160.087890625
1010,2024-11-22,Northeastern,60,FIU,58,FIU,110.15234375,2,136.15234375
1011,2024-11-22,P.R.-Mayaguez,50,UAlbany,93,UAlbany,101.71875,-43,62.71875
1012,2024-11-22,East Carolina,71,Stetson,64,Stetson,98.75,7,129.75
1013,2024-11-22,Miami (FL),74,Oklahoma St.,80,Oklahoma St.,128.8125,-6,126.8125
1014,2024-11-22,Middle Tenn.,95,South Fla.,88,South Fla.,115.125,7,146.125
1015,2024-11-22,LSU,63,Pittsburgh,74,Pittsburgh,139.0,-11,132.0
1016,2024-11-22,Illinois St.,68,McNeese,76,McNeese,135.25,-8,131.25
1017,2024-11-22,Presbyterian,67,Youngstown St.,42,Youngstown St.,116.6953125,25,165.6953125
1018,2024-11-22,James Madison,67,UC San Diego,73,UC San Diego,143.0791015625,-6,141.0791015625
1019,2024-11-22,Kansas City,60,American,64,American,119.515625,-4,119.515625
1020,2024-11-22,St. Thomas (MN),73,Wofford,81,Wofford,114.7421875,-8,110.7421875
1021,2024-11-22,UCF,70,Wisconsin,86,Wisconsin,154.90234375,-16,142.90234375
1022,2024-11-22,IU Indy,57,Coastal Carolina,71,Coastal Carolina,103.0,-14,93.0
1023,2024-11-22,Bradley,77,Wright St.,74,Wright St.,116.228515625,3,143.228515625
1024,2024-11-22,Trinity Baptist,68,Florida A&M,110,Florida A&M,108.2421875,-42,70.2421875
1025,2024-11-22,Seton Hall,60,Vanderbilt,76,Vanderbilt,143.0,-16,131.0
1026,2024-11-22,Temple,69,Florida St.,78,Florida St.,138.75,-9,133.75
1027,2024-11-22,Louisiana,69,Liberty,89,Liberty,132.5625,-20,116.5625
1028,2024-11-22,Utah Tech,53,Utah,84,Utah,133.25,-31,106.25
1029,2024-11-22,Toledo,82,Jacksonville St.,80,Jacksonville St.,131.27734375,2,157.27734375
1030,2024-11-22,UT Martin,53,Le Moyne,65,Le Moyne,92.25,-12,84.25
1031,2024-11-22,Campbell,60,Ohio St.,104,Ohio St.,141.099609375,-44,101.099609375
1032,2024-11-22,Monmouth,67,SFA,72,SFA,112.53125,-5,111.53125
1033,2024-11-22,Lamar University,72,Akron,79,Akron,134.046875,-7,131.046875
1034,2024-11-22,Jackson St.,59,Kentucky,108,Kentucky,159.0,-49,114.0
1035,2024-11-22,Drexel,73,Fordham,71,Fordham,116.53125,2,142.53125
1036,2024-11-22,William & Mary,61,NC State,84,NC State,125.21875,-23,106.21875
1037,2024-11-22,Morgan St.,73,Buffalo,82,Buffalo,102.0,-9,97.0
1038,2024-11-22,Southern Ill.,68,Florida,93,Florida,156.0,-25,135.0
1039,2024-11-22,Colgate,67,Harvard,78,Harvard,103.296875,-11,96.296875
1040,2024-11-22,Winthrop,61,Louisville,76,Louisville,152.65234375,-15,141.65234375
1041,2024-11-22,Chicago St.,61,Indiana St.,97,Indiana St.,122.86328125,-36,90.86328125
1042,2024-11-22,Virginia,55,St. John's (NY),80,St. John's (NY),151.55859375,-25,130.55859375
1043,2024-11-22,Syracuse,74,Texas Tech,79,Texas Tech,148.0,-5,147.0
1044,2024-11-22,USC Upstate,76,ETSU,87,ETSU,119.3515625,-11,112.3515625
1045,2024-11-22,Merrimack,39,Butler,78,Butler,127.259765625,-39,92.259765625
1046,2024-11-22,VMI,66,Davidson,93,Davidson,121.5,-27,98.5
1047,2024-11-22,N.C. Central,79,Georgia St.,93,Georgia St.,113.953125,-14,103.953125
1048,2024-11-22,Army West Point,79,Manhattan,80,Manhattan,113.02734375,-1,116.02734375
1049,2024-11-22,UNC Asheville,72,Southeast Mo. St.,64,Southeast Mo. St.,115.67578125,8,147.67578125
1050,2024-11-22,VCU,61,Nevada,64,Nevada,131.03125,-3,132.03125
1051,2024-11-22,Texas St.,83,Princeton,80,Princeton,124.78515625,3,151.78515625
1052,2024-11-22,New Orleans,93,Tulane,87,Tulane,119.515625,6,149.515625
1053,2024-11-22,Pacific,56,Missouri,91,Missouri,142.75,-35,111.75
1054,2024-11-22,ULM,65,Northwestern St.,63,Northwestern St.,113.0,2,139.0
1055,2024-11-22,Elon,84,Notre Dame,77,Notre Dame,125.21875,7,156.21875
1056,2024-11-22,Utah St.,77,Iowa,69,Iowa,137.5,8,169.5
1057,2024-11-22,Hofstra,44,Houston,80,Houston,160.69921875,-36,128.69921875
1058,2024-11-22,George Washington,71,Kansas St.,83,Kansas St.,130.375,-12,122.375
1059,2024-11-22,Green Bay,81,Evansville,98,Evansville,108.05859375,-17,95.05859375
1060,2024-11-22,Portland St.,74,Milwaukee,91,Milwaukee,119.75,-17,106.75
1061,2024-11-22,South Dakota,83,Southern Ind.,92,Southern Ind.,101.634765625,-9,96.634765625
1062,2024-11-22,Lane,60,Arkansas St.,103,Arkansas St.,133.923828125,-43,94.923828125
1063,2024-11-22,Rice,61,Houston Christian,58,Houston Christian,109.046875,3,136.046875
1064,2024-11-22,South Carolina St.,82,Alabama A&M,70,Alabama A&M,87.8515625,12,123.8515625
1065,2024-11-22,Nebraska,74,Creighton,63,Creighton,147.162109375,11,182.162109375
1066,2024-11-22,Pepperdine,50,Northwestern,68,Northwestern,137.716796875,-18,123.716796875
1067,2024-11-22,UIW,74,Northern Ariz.,75,Northern Ariz.,111.625,-1,114.625
1068,2024-11-22,Utah Valley,77,Murray St.,75,Murray St.,116.8828125,2,142.8828125
1069,2024-11-22,Mississippi St.,84,SMU,79,SMU,143.515625,5,172.515625
1070,2024-11-22,Southeastern La.,61,Wyoming,64,Wyoming,120.4375,-3,121.4375
1071,2024-11-22,Omaha,67,Alabama St.,85,Alabama St.,107.12890625,-18,93.12890625
1072,2024-11-22,Little Rock,67,Arkansas,79,Arkansas,134.181640625,-12,126.181640625
1073,2024-11-22,Norfolk St.,73,Grand Canyon,91,Grand Canyon,127.3125,-18,113.3125
1074,2024-11-22,Texas,67,Saint Joseph's,58,Saint Joseph's,126.25,9,159.25
1075,2024-11-22,UC Riverside,77,Colorado St.,75,Colorado St.,132.4375,2,158.4375
1076,2024-11-22,UC Irvine,93,Weber St.,87,Weber St.,101.083984375,6,131.083984375
1077,2024-11-22,Tennessee,77,Baylor,62,Baylor,147.0,15,186.0
1078,2024-11-22,North Dakota,77,LMU (CA),73,LMU (CA),120.0,4,148.0
1079,2024-11-22,Cal St. Fullerton,47,UCLA,80,UCLA,149.7109375,-33,120.7109375
1080,2024-11-22,Southern Utah,72,San Diego,67,San Diego,101.2890625,5,130.2890625
1081,2024-11-22,Northwest (WA),52,Seattle U,80,Seattle U,114.1171875,-28,90.1171875
1082,2024-11-22,Alcorn,60,Washington,77,Washington,131.3046875,-17,118.3046875
1083,2024-11-22,Wichita St.,88,Saint Louis,63,Saint Louis,122.6884765625,25,171.6884765625
1084,2024-11-22,Duke,69,Arizona,55,Arizona,153.0,14,191.0
1085,2024-11-23,North Carolina,87,Hawaii,69,Hawaii,119.041015625,18,161.041015625
1086,2024-11-23,Georgia,69,Marquette,80,Marquette,146.7548828125,-11,139.7548828125
1087,2024-11-23,La Salle,92,Stetson,77,Stetson,98.75,15,137.75
1088,2024-11-23,FIU,76,CSU Bakersfield,73,CSU Bakersfield,112.75,3,139.75
1089,2024-11-23,West Ga.,54,Ga. Southern,64,Ga. Southern,114.451171875,-10,108.451171875
1090,2024-11-23,Boston U.,75,UMBC,71,UMBC,100.0146484375,4,128.0146484375
1091,2024-11-23,Delaware,71,Vermont,75,Vermont,112.453125,-4,112.453125
1092,2024-11-23,Saint Francis,65,Georgetown,82,Georgetown,128.3994140625,-17,115.3994140625
1093,2024-11-23,Presbyterian,71,Monmouth,61,Monmouth,113.5,10,147.5
1094,2024-11-23,Marshall,45,Purdue,80,Purdue,156.03125,-35,125.03125
1095,2024-11-23,LIU,79,Charlotte,76,Charlotte,112.8310546875,3,139.8310546875
1096,2024-11-23,Northeastern,59,FGCU,55,FGCU,117.375,4,145.375
1097,2024-11-23,Brown,83,Canisius,76,Canisius,93.5625,7,124.5625
1098,2024-11-23,UAlbany,67,Kansas City,65,Kansas City,107.2109375,2,133.2109375
1099,2024-11-23,St. Thomas (MN),91,Portland St.,65,Portland St.,115.1875,26,165.1875
1100,2024-11-23,Kentucky St.,59,Northern Ky.,85,Northern Ky.,114.75,-26,92.75
1101,2024-11-23,East Carolina,72,UIC,55,UIC,124.5078125,17,165.5078125
1102,2024-11-23,Quinnipiac,70,UMass Lowell,80,UMass Lowell,118.75,-10,112.75
1103,2024-11-23,South Carolina St.,72,IU Indy,62,IU Indy,107.02734375,10,141.02734375
1104,2024-11-23,Cincinnati,81,Georgia Tech,58,Georgia Tech,122.2265625,23,169.2265625
1105,2024-11-23,New Hampshire,49,Marist,54,Marist,120.75,-5,119.75
