,date,team,team_score,opponent,opponent_score,home_team,opponent_strength,diff,adjusted_diff
87,2022-11-07,Chattanooga,78,Col. of Charleston,85,Col. of Charleston,27.78125,-7,20.78125
88,2022-11-07,A&M-Corpus Christi,44,Mississippi St.,63,Mississippi St.,29.9375,-19,10.9375
89,2022-11-07,Clayton St.,63,Georgia Tech,93,Georgia Tech,20.01953125,-30,-9.98046875
90,2022-11-07,Texas St.,61,Washington St.,83,Washington St.,25.857421875,-22,3.857421875
91,2022-11-07,Cazenovia,56,Binghamton,87,Binghamton,12.203125,-31,-18.796875
92,2022-11-07,Virginia-Lynchburg,59,Norfolk St.,109,Norfolk St.,18.203125,-50,-31.796875
93,2022-11-07,Stonehill,54,UConn,85,UConn,38.98046875,-31,7.98046875
94,2022-11-07,Dartmouth,74,Fordham,88,Fordham,21.3828125,-14,7.3828125
95,2022-11-07,Morgan St.,73,Xavier,96,Xavier,32.71484375,-23,9.71484375
96,2022-11-07,Loyola Maryland,66,DePaul,72,DePaul,20.8125,-6,14.8125
97,2022-11-07,Southern Ind.,91,Missouri,97,Missouri,30.0,-6,24.0
98,2022-11-07,Cornell,77,Boston College,79,Boston College,17.875,-2,15.875
99,2022-11-07,UNC Asheville,98,UCF,95,UCF,28.56640625,3,31.56640625
100,2022-11-07,Stony Brook,45,Florida,81,Florida,28.2802734375,-36,-7.7197265625
101,2022-11-07,George Mason,52,Auburn,70,Auburn,32.828125,-18,14.828125
102,2022-11-07,FDU,82,Loyola Chicago,88,Loyola Chicago,14.56640625,-6,8.56640625
103,2022-11-07,Memphis,76,Vanderbilt,67,Vanderbilt,27.0,9,36.0
104,2022-11-07,Western Ill.,71,Illinois St.,68,Illinois St.,12.755859375,3,15.755859375
105,2022-11-07,Trinity (TX),47,UTSA,74,UTSA,10.7587890625,-27,-16.2412109375
106,2022-11-07,North Dakota St.,58,Arkansas,76,Arkansas,35.1015625,-18,17.1015625
107,2022-11-07,Lincoln (MO),59,Kansas City,56,Kansas City,9.451171875,3,12.451171875
108,2022-11-07,Austin Peay,50,NC State,99,NC State,30.6875,-49,-18.3125
109,2022-11-07,Harding,55,Arkansas St.,86,Arkansas St.,13.0,-31,-18.0
110,2022-11-07,ULM,54,Texas A&M,87,Texas A&M,32.853515625,-33,-0.146484375
111,2022-11-07,Little Rock,63,Southern Ill.,94,Southern Ill.,20.8515625,-31,-10.1484375
112,2022-11-07,IUPUI,39,Iowa St.,88,Iowa St.,32.0,-49,-17.0
113,2022-11-07,Anderson (SC),85,Samford,109,Samford,24.6015625,-24,0.6015625
114,2022-11-07,Fairfield,59,Wake Forest,71,Wake Forest,26.9453125,-12,14.9453125
115,2022-11-07,Ill. Springfield,83,NIU,77,NIU,15.0,6,21.0
116,2022-11-07,Omaha,64,Kansas,89,Kansas,35.0,-25,10.0
117,2022-11-07,Pfeiffer,71,High Point,109,High Point,12.125,-38,-25.875
118,2022-11-07,Sam Houston,52,Oklahoma,51,Oklahoma,28.080078125,1,29.080078125
119,2022-11-07,Saint Augustine's,62,Campbell,79,Campbell,17.671875,-17,0.671875
120,2022-11-07,William Carey,42,Southern Miss.,75,Southern Miss.,25.6767578125,-33,-7.3232421875
121,2022-11-07,Lehigh,72,Syracuse,90,Syracuse,24.25390625,-18,6.25390625
122,2022-11-07,Southern Nazarene,47,North Texas,53,North Texas,30.7783203125,-6,24.7783203125
123,2022-11-07,Northern Colo.,36,Houston,83,Houston,41.0,-47,-6.0
124,2022-11-07,Western Caro.,55,Georgia,68,Georgia,19.96875,-13,6.96875
125,2022-11-07,Harris-Stowe,57,SIUE,85,SIUE,13.57421875,-28,-14.42578125
126,2022-11-07,Trinity Christian,48,UIC,82,UIC,15.375,-34,-18.625
127,2022-11-07,Centenary (LA),55,Louisiana,106,Louisiana,24.21875,-51,-26.78125
128,2022-11-07,St. Thomas (TX),61,Lamar University,63,Lamar University,5.697265625,-2,3.697265625
129,2022-11-07,Ark.-Pine Bluff,72,TCU,73,TCU,33.25,-1,32.25
130,2022-11-07,Maine,66,Nebraska,79,Nebraska,23.9375,-13,10.9375
131,2022-11-07,Central Ark.,55,Wichita St.,79,Wichita St.,24.685546875,-24,0.685546875
132,2022-11-07,Wis.-Parkside,59,Bradley,93,Bradley,27.5078125,-34,-6.4921875
133,2022-11-07,Chicago St.,54,Northwestern,85,Northwestern,33.453125,-31,2.453125
134,2022-11-07,Murray St.,68,Saint Louis,91,Saint Louis,28.0,-23,5.0
135,2022-11-07,Jackson St.,56,Abilene Christian,65,Abilene Christian,18.6875,-9,9.6875
136,2022-11-07,Champion Chris.,54,McNeese,110,McNeese,9.1171875,-56,-46.8828125
137,2022-11-07,UNT Dallas,57,Grambling,82,Grambling,19.609375,-25,-5.390625
138,2022-11-07,Southeast Mo. St.,64,South Fla.,61,South Fla.,19.96875,3,22.96875
139,2022-11-07,Coastal Ga.,59,Georgia St.,76,Georgia St.,15.3125,-17,-1.6875
140,2022-11-07,UMBC,67,Tulane,89,Tulane,24.103515625,-22,2.103515625
141,2022-11-07,Longwood,54,Alabama,75,Alabama,39.26171875,-21,18.26171875
142,2022-11-07,Evansville,78,Miami (OH),74,Miami (OH),13.90625,4,17.90625
143,2022-11-07,North Dakota,65,UIW,57,UIW,9.0517578125,8,17.0517578125
144,2022-11-07,Loyola (LA),72,Southeastern La.,90,Southeastern La.,15.01953125,-18,-2.98046875
145,2022-11-07,UC Riverside,66,Colorado,82,Colorado,26.4140625,-16,10.4140625
146,2022-11-07,South Dakota,59,Wisconsin,85,Wisconsin,31.078125,-26,5.078125
147,2022-11-07,St. Thomas (MN),60,Creighton,72,Creighton,36.0,-12,24.0
148,2022-11-07,Radford,69,Marquette,79,Marquette,32.390625,-10,22.390625
149,2022-11-07,Tex. A&M-Commerce,60,SMU,77,SMU,18.64453125,-17,1.64453125
150,2022-11-07,Wartburg,49,UNI,105,UNI,20.0,-56,-36.0
151,2022-11-07,Oakwood,51,North Ala.,108,North Ala.,13.96875,-57,-43.03125
152,2022-11-07,Colo. Christian,69,Wyoming,102,Wyoming,18.49609375,-33,-14.50390625
153,2022-11-07,Shorter,48,Jacksonville St.,111,Jacksonville St.,16.587890625,-63,-46.412109375
154,2022-11-07,Alcorn,58,Ole Miss,73,Ole Miss,25.1875,-15,10.1875
155,2022-11-07,N.M. Highlands,52,New Mexico St.,101,New Mexico St.,19.98828125,-49,-29.01171875
156,2022-11-07,UT Arlington,66,Oklahoma St.,77,Oklahoma St.,31.06640625,-11,20.06640625
157,2022-11-07,Western Mich.,60,Minnesota,61,Minnesota,18.546875,-1,17.546875
158,2022-11-07,UTEP,57,Texas,72,Texas,37.9375,-15,22.9375
159,2022-11-07,North Florida,63,Gonzaga,104,Gonzaga,34.1640625,-41,-6.8359375
160,2022-11-07,Utah Valley,58,Utah St.,75,Utah St.,33.5517578125,-17,16.5517578125
161,2022-11-07,Eastern Ill.,57,Illinois,87,Illinois,34.26171875,-30,4.26171875
162,2022-11-07,Northwestern St.,49,Texas Tech,73,Texas Tech,29.65625,-24,5.65625
163,2022-11-07,Fisk,75,Tennessee St.,85,Tennessee St.,9.59375,-10,-0.40625
164,2022-11-07,Gardner-Webb,63,Colorado St.,65,Colorado St.,22.328125,-2,20.328125
165,2022-11-07,Delaware St.,57,Virginia Tech,95,Virginia Tech,26.5546875,-38,-11.4453125
166,2022-11-07,Idaho St.,56,BYU,60,BYU,28.7421875,-4,24.7421875
167,2022-11-07,Montana St.,54,Grand Canyon,60,Grand Canyon,24.2626953125,-6,18.2626953125
168,2022-11-07,LeTourneau,40,SFA,93,SFA,23.24609375,-53,-29.75390625
169,2022-11-07,Southern Utah,81,New Mexico,89,New Mexico,27.3427734375,-8,19.3427734375
170,2022-11-07,Mississippi Col.,61,Louisiana Tech,78,Louisiana Tech,22.4208984375,-17,5.4208984375
171,2022-11-07,UTRGV,59,Kansas St.,93,Kansas St.,33.9375,-34,-0.0625
172,2022-11-07,N.C. Central,61,Virginia,73,Virginia,30.6328125,-12,18.6328125
173,2022-11-07,UNCW,56,North Carolina,69,North Carolina,29.48828125,-13,16.48828125
174,2022-11-07,FGCU,74,Southern California,61,Southern California,29.6015625,13,42.6015625
175,2022-11-07,Nicholls,75,Arizona,117,Arizona,38.1171875,-42,-3.8828125
176,2022-11-07,Bethesda (CA),59,Cal Poly,94,Cal Poly,15.654296875,-35,-19.345703125
177,2022-11-07,Texas Southern,77,San Francisco,90,San Francisco,26.025390625,-13,13.025390625
178,2022-11-07,Utah Tech,71,Nevada,84,Nevada,27.97265625,-13,14.97265625
179,2022-11-07,Cal St. Fullerton,57,San Diego St.,80,San Diego St.,33.919921875,-23,10.919921875
180,2022-11-07,Fresno Pacific,56,Fresno St.,69,Fresno St.,20.828125,-13,7.828125
181,2022-11-07,Long Beach St.,79,California Baptist,64,California Baptist,19.6875,15,34.6875
182,2022-11-07,San Diego Christian,35,CSU Bakersfield,68,CSU Bakersfield,11.7421875,-33,-21.2578125
183,2022-11-07,Eastern Wash.,72,Santa Clara,84,Santa Clara,26.490234375,-12,14.490234375
184,2022-11-07,San Fran. St.,59,UC Santa Barbara,75,UC Santa Barbara,24.896484375,-16,8.896484375
185,2022-11-07,LIFE Pacific,49,LMU (CA),99,LMU (CA),26.44140625,-50,-23.55859375
186,2022-11-07,Seattle U,85,UC San Diego,71,UC San Diego,14.748046875,14,28.748046875
187,2022-11-07,Rice,67,Pepperdine,106,Pepperdine,16.9375,-39,-22.0625
188,2022-11-07,La Sierra,55,CSUN,90,CSUN,9.375,-35,-25.625
189,2022-11-07,Oral Roberts,70,Saint Mary's (CA),78,Saint Mary's (CA),35.294921875,-8,27.294921875
190,2022-11-07,Chapman,50,UC Irvine,96,UC Irvine,23.16796875,-46,-22.83203125
191,2022-11-07,Florida A&M,45,Oregon,80,Oregon,29.26171875,-35,-5.73828125
192,2022-11-07,Southern U.,56,UNLV,66,UNLV,25.919921875,-10,15.919921875
193,2022-11-07,Lewis & Clark,62,Portland,89,Portland,17.75,-27,-9.25
194,2022-11-07,Sonoma St.,59,San Diego,81,San Diego,13.8505859375,-22,-8.1494140625
195,2022-11-07,LIU,48,Utah,89,Utah,27.71875,-41,-13.28125
196,2022-11-07,UC Davis,75,California,65,California,13.42578125,10,23.42578125
197,2022-11-07,Weber St.,52,Washington,69,Washington,22.97265625,-17,5.97265625
198,2022-11-07,Sacramento St.,50,UCLA,76,UCLA,38.0,-26,12.0
199,2022-11-08,UAlbany,74,Immaculata,47,Immaculata,,27,
200,2022-11-08,Rider,65,Providence,66,Providence,31.875,-1,30.875
201,2022-11-08,Milwaukee,53,Purdue,84,Purdue,35.21875,-31,4.21875
202,2022-11-08,South Carolina St.,77,South Carolina,80,South Carolina,17.171875,-3,14.171875
203,2022-11-08,Mercer,75,East Carolina,77,East Carolina,20.0,-2,18.0
204,2022-11-08,Rochester Univ. (MI),65,Detroit Mercy,93,Detroit Mercy,16.203125,-28,-11.796875
205,2022-11-08,Montana,63,Duquesne,91,Duquesne,24.0,-28,-4.0
206,2022-11-08,Sacred Heart,77,Hartford,70,Hartford,-1.046875,7,5.953125
207,2022-11-08,Coppin St.,89,Georgetown,99,Georgetown,17.359375,-10,7.359375
208,2022-11-08,Ga. Southern,48,San Jose St.,63,San Jose St.,26.546875,-15,11.546875
209,2022-11-08,Tulsa,70,Oregon St.,73,Oregon St.,16.71484375,-3,13.71484375
210,2022-11-09,North American,68,Prairie View,95,Prairie View,12.21875,-27,-14.78125
211,2022-11-09,Piedmont,56,Winthrop,78,Winthrop,15.0859375,-22,-6.9140625
212,2022-11-09,Hampton,58,James Madison,106,James Madison,27.20703125,-48,-20.79296875
213,2022-11-09,Rockford,56,Western Ill.,113,Western Ill.,15.0,-57,-42.0
214,2022-11-09,Cairn,59,Norfolk St.,87,Norfolk St.,18.203125,-28,-9.796875
215,2022-11-09,Pitt.-Greensburg,49,Robert Morris,84,Robert Morris,15.79296875,-35,-19.20703125
216,2022-11-09,American,69,Marist,73,Marist,12.5,-4,8.5
217,2022-11-09,UT Martin,72,Youngstown St.,90,Youngstown St.,22.375,-18,4.375
218,2022-11-09,Davidson,102,Wright St.,97,Wright St.,19.251953125,5,24.251953125
219,2022-11-09,Dist. Columbia,74,Howard,87,Howard,15.482421875,-13,2.482421875
220,2022-11-09,Mercy,66,FDU,106,FDU,11.21875,-40,-28.78125
221,2022-11-09,Mobile,59,South Alabama,97,South Alabama,23.025390625,-38,-14.974609375
222,2022-11-09,Monmouth,52,Seton Hall,79,Seton Hall,27.0859375,-27,0.0859375
223,2022-11-09,Lipscomb,77,South Dakota,85,South Dakota,10.3125,-8,2.3125
224,2022-11-09,Champion Chris.,55,Ark.-Pine Bluff,87,Ark.-Pine Bluff,6.611328125,-32,-25.388671875
225,2022-11-09,Missouri S&T,47,Missouri St.,82,Missouri St.,21.75,-35,-13.25
226,2022-11-09,Western Colo.,64,Utah Valley,91,Utah Valley,27.57421875,-27,0.57421875
227,2022-11-09,Kansas City,63,LSU,74,LSU,20.0,-11,9.0
228,2022-11-09,IUPUI,48,Drake,80,Drake,26.0,-32,-6.0
229,2022-11-09,South Dakota St.,68,Boise St.,66,Boise St.,28.7255859375,2,30.7255859375
230,2022-11-09,Cal Maritime,67,UC Davis,90,UC Davis,18.6484375,-23,-4.3515625
231,2022-11-09,San Diego Christian,50,Grand Canyon,101,Grand Canyon,24.2626953125,-51,-26.7373046875
232,2022-11-09,Bellarmine,67,Louisville,66,Louisville,11.25,1,12.25
233,2022-11-09,Puget Sound,55,Seattle U,106,Seattle U,20.728515625,-51,-30.271484375
234,2022-11-09,FGCU,73,San Diego,79,San Diego,13.8505859375,-6,7.8505859375
235,2022-11-09,Florida A&M,54,Portland,91,Portland,17.75,-37,-19.25
236,2022-11-10,Clinton,65,Queens (NC),99,Queens (NC),17.25,-34,-16.75
237,2022-11-10,Ouachita Baptist,68,Northwestern St.,79,Northwestern St.,18.91015625,-11,7.91015625
238,2022-11-10,Baldwin Wallace,55,Kent St.,76,Kent St.,28.37109375,-21,7.37109375
239,2022-11-10,St. Thomas (TX),48,Rice,85,Rice,18.576171875,-37,-18.423828125
240,2022-11-10,Camp. Harrodsburg,58,Morehead St.,99,Morehead St.,15.7958984375,-41,-25.2041015625
241,2022-11-10,Lehigh,52,Virginia Tech,78,Virginia Tech,26.5546875,-26,0.5546875
242,2022-11-10,N.C. Central,74,App State,79,App State,19.62890625,-5,14.62890625
243,2022-11-10,Charleston So.,56,Ohio St.,82,Ohio St.,28.625,-26,2.625
244,2022-11-10,Presbyterian,58,The Citadel,70,The Citadel,11.5703125,-12,-0.4296875
245,2022-11-10,Towson,67,Massachusetts,55,Massachusetts,17.5,12,29.5
246,2022-11-10,Mid-Atlantic Christ.,40,William & Mary,116,William & Mary,11.625,-76,-64.375
247,2022-11-10,Clark (MA),48,Merrimack,64,Merrimack,10.1484375,-16,-5.8515625
248,2022-11-10,SUNY Delhi,57,Cornell,114,Cornell,21.353515625,-57,-35.646484375
249,2022-11-10,Penn St.-York,65,UMBC,92,UMBC,18.095703125,-27,-8.904296875
250,2022-11-10,Colgate,77,Brown,68,Brown,17.203125,9,26.203125
251,2022-11-10,NVU-Lyndon,43,Hartford,85,Hartford,-1.046875,-42,-43.046875
252,2022-11-10,Immaculata,67,Delaware St.,104,Delaware St.,4.734375,-37,-32.265625
253,2022-11-10,Western Ky.,66,Eastern Ky.,60,Eastern Ky.,21.0,6,27.0
254,2022-11-10,Goshen,62,Western Mich.,99,Western Mich.,12.42578125,-37,-24.57421875
255,2022-11-10,Sacred Heart,50,Rutgers,88,Rutgers,33.1015625,-38,-4.8984375
256,2022-11-10,Western Caro.,51,Maryland,71,Maryland,33.25,-20,13.25
257,2022-11-10,UMass Lowell,89,Columbia,62,Columbia,6.0,27,33.0
258,2022-11-10,Loyola Maryland,65,Penn St.,90,Penn St.,32.625,-25,7.625
259,2022-11-10,Mid-Amer. Christian,53,Texas St.,71,Texas St.,18.11328125,-18,0.11328125
260,2022-11-10,Tenn. Wesleyan,48,Tennessee Tech,82,Tennessee Tech,12.2265625,-34,-21.7734375
261,2022-11-10,Fla. National,74,FIU,95,FIU,16.5068359375,-21,-4.4931640625
262,2022-11-10,Quinnipiac,102,Stonehill,95,Stonehill,10.1953125,7,17.1953125
263,2022-11-10,Dean,71,Holy Cross,85,Holy Cross,8.720703125,-14,-5.279296875
264,2022-11-10,MUW,42,Troy,96,Troy,23.0341796875,-54,-30.9658203125
265,2022-11-10,Oakland City,49,Chattanooga,93,Chattanooga,20.6591796875,-44,-23.3408203125
266,2022-11-10,Penn St.-New Kens.,58,VMI,100,VMI,7.625,-42,-34.375
267,2022-11-10,Spring Hill,61,Samford,80,Samford,24.6015625,-19,5.6015625
268,2022-11-10,Penn St.-Gr Allegheny,49,Morgan St.,130,Morgan St.,8.1875,-81,-72.8125
269,2022-11-10,Dallas Christian,59,ULM,111,ULM,10.7685546875,-52,-41.2314453125
270,2022-11-10,Gardner-Webb,71,SFA,86,SFA,23.24609375,-15,8.24609375
271,2022-11-10,S'western Adventist,33,Sam Houston,120,Sam Houston,27.9453125,-87,-59.0546875
272,2022-11-10,Texas Southern,54,Texas Tech,78,Texas Tech,29.65625,-24,5.65625
273,2022-11-10,North Ala.,84,Alabama A&M,76,Alabama A&M,10.7578125,8,18.7578125
274,2022-11-10,Southern Ill.,61,Oklahoma St.,60,Oklahoma St.,31.06640625,1,32.06640625
275,2022-11-10,Kansas Christian,49,Tarleton St.,95,Tarleton St.,20.46875,-46,-25.53125
276,2022-11-10,Central Mich.,73,Marquette,97,Marquette,32.390625,-24,8.390625
277,2022-11-10,Illinois St.,54,Eastern Ill.,49,Eastern Ill.,6.83203125,5,11.83203125
278,2022-11-10,Omaha,61,Nebraska,75,Nebraska,23.9375,-14,9.9375
279,2022-11-10,North Dakota St.,59,Kansas,82,Kansas,35.0,-23,12.0
280,2022-11-10,Hannibal-La Grange,58,Lindenwood,85,Lindenwood,4.703125,-27,-22.296875
281,2022-11-10,Radford,76,Notre Dame,79,Notre Dame,20.59375,-3,17.59375
282,2022-11-10,Cleveland St.,58,Cincinnati,69,Cincinnati,32.234375,-11,21.234375
283,2022-11-10,Bethune-Cookman,49,Indiana,101,Indiana,35.125,-52,-16.875
284,2022-11-10,Ark. Baptist,60,Little Rock,71,Little Rock,8.859375,-11,-2.140625
285,2022-11-10,La Verne,55,Southern Utah,117,Southern Utah,22.42578125,-62,-39.57421875
286,2022-11-10,Houston Christian,31,Texas,82,Texas,37.9375,-51,-13.0625
287,2022-11-10,Walla Walla,48,Idaho,122,Idaho,10.453125,-74,-63.546875
288,2022-11-10,Northern Ariz.,68,Arizona St.,84,Arizona St.,28.521484375,-16,12.521484375
289,2022-11-10,Colorado Col.,68,Denver,90,Denver,12.7734375,-22,-9.2265625
290,2022-11-10,Western Colo.,67,Weber St.,83,Weber St.,20.453125,-16,4.453125
291,2022-11-10,Westcliff,56,Idaho St.,97,Idaho St.,13.5859375,-41,-27.4140625
292,2022-11-10,North Dakota,61,Creighton,96,Creighton,36.0,-35,1.0
293,2022-11-10,Ga. Southern,62,Santa Clara,78,Santa Clara,26.490234375,-16,10.490234375
294,2022-11-10,Cal Poly,48,San Francisco,60,San Francisco,26.025390625,-12,14.025390625
295,2022-11-10,Nicholls,68,Wyoming,79,Wyoming,18.49609375,-11,7.49609375
296,2022-11-10,Vermont,53,Saint Mary's (CA),79,Saint Mary's (CA),35.294921875,-26,9.294921875
297,2022-11-10,UC Riverside,81,LMU (CA),79,LMU (CA),26.44140625,2,28.44140625
298,2022-11-10,Alabama St.,58,Southern California,96,Southern California,29.6015625,-38,-8.3984375
299,2022-11-11,Detroit Mercy,66,Boston College,70,Boston College,17.875,-4,13.875
300,2022-11-11,Fairfield,71,New Hampshire,83,New Hampshire,13.953125,-12,1.953125
